Date of fail,Product description,Country of origin,Producer name,Reason for fail,Results,Units,Reference,Category,Test applied,Holding order number
2022-12-01,Frozen spinach,China,"Shanghai Shanzun Food Co., Ltd",Fruit,0.03,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Paclobutrazol not permitted in the food,- HO number 18160
2022-12-02,Hot & spicy rice noodle soup bowl,Korea,"Baekje Corporation Co.,Ltd",Non-compliant,,,BEF 11/2018,Risk,BSE certification provided,
2022-12-02,Candy,United States of America,Lnt Food Products Inc,Composition,,,FSC 1.3.1,Surveillance,- Additive; Sodium benzoate not permitted in this food ,- HO number 18166
2022-12-05,Soft gummy candies,Italy,Hancocks (United Kingdom),Composition,,,FSC 1.3.1,Surveillance,- Additive; Colour E131 not permitted in this food,- HO number 18180
2022-12-07,Toor daal,Myanmar,Ays Mfg Co Ltd,Fruit,0.03,mg/kgÂ Â Â Â ,FSC 1.4.2,Surveillance,& vegetable residue screen - Chlorpyrifos detected in excess of levels permitted,- HO match 15323
2022-12-09,Sesame seasoningÂ Â ,Japan,Toho Shokuhin,Composition,,,FSC 1.3.1,Risk,- Additive; Gardenia yellow colour not permitted in this food,
2022-12-09,Toor daal,Myanmar,Ays Mfg Co Ltd,Fruit,0.02,mg/kgÂ ,FSC 1.4.2,Surveillance,& vegetable residue screen - Chlorpyrifos detected in excess of the MRL ,- HO match 15323
2022-12-09,Peanut candy,Sri Lanka,Derana Marketing Services Pvt Ltd,Aflatoxin,0.054,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2022-12-14,Tahini sesame paste,"Iran, Islamic Republic of",Kambiz Co,Salmonella,Detected,/125g,SES 05/2014,Risk,detected,
2022-12-14,Tahini halva,"Iran, Islamic Republic of",Konjed Lale,Salmonella,Detected,/125g,SES 05/2014,Risk,detected,
2022-12-16,Anatto seeds,Vietnam,Dong Phuong Vinafood Trading Co. Ltd (Vietnam),The,,,Imported Food Control Act section 3(2),Surveillance,food is not suitable for its reasonable intended use - mould/fungus growth on food,- HO number 18210
2022-12-16,Cream crackers,Malaysia,Mondelez Malaysia Sales Snd Bhd,Composition,,,FSC 1.3.2,Surveillance,- Vitamin B12 and Iodine not permitted in this food,- HO match 17387
2022-12-19,Kashmiri chilli powder,India,Pramukh Food Exports Pvt Ltd,Salmonella,Detected,/125g,SPI 06/2019,Risk,detected,
2022-12-20,Fresh baby corn,Thailand,C.K.K. Food Limited Partnership,Escherichia,"150,","<10, <10, <10, <10 MPN/g",Imported Food Control Act section 3(2),Surveillance,coli detected in excess of levels permitted,- HO number 18211
2022-12-20,Cream crackers,Malaysia,Mondelez Malaysia Sales Snd Bhd,Composition,,,FSC 1.3.2,Surveillance,- Vitamin B12 and Iodine not permitted in this food,- HO match 17387
2022-12-22,Oyster,China,Easy Well (China) Ltd,Escherichia,">110,",">110, >110, >110, >110 MPN/gÂ ",MOL 12/2021,Risk,coli detected in excess of levels permitted,
2022-12-23,Chilli powder,India,Mahashian De Hatti Limited,Salmonella,Detected,/125g,SPI 06/2019,Risk,detected,
2022-12-29,Macaroni,India,Bhatia Kakaar Enterprises,Composition,,,FSC 1.3.2,Surveillance,- Vitamin B12 not permitted in this food,- HO number 18220
2022-12-29,Breakfast cereal,South Africa,Future Life,Composition,,,FSC 1.3.2,Surveillance,"- Vitamin B5, B12, H, K & Chromium not permitted in this food",- HO match 17786
2022-12-29,Vermicelli,India,Bhatia Kakaar Enterprises,Composition,,,FSC 1.3.2,Surveillance,- Vitamin B12 not permitted in this food,- HO number 18217
2022-12-30,Soya bean curd,Vietnam,T&Z Trading Service Production Company,Bacillus,"24000,","650, 250, 250, 1000 cfu/g",Imported Food Control Act Section 3(2),Surveillance,cereus detected in excess of levels permitted,- HO number 18252
2022-12-30,Soya bean curd,Vietnam,T&Z Trading Service Production Company,Bacillus,"22000,","350, 1500, 1200, 13000 cfu/g",Imported Food Control Act Section 3(2),Surveillance,cereus detected in excess of levels permitted,- HO number 18252
2023-01-03,Giant taro (Alocasia macrorrhiza),Tonga,Salome Lousiale,Composition,,,FSC 1.4.4,Risk,- Prohibited plant - Alocasia macrorrhiza,
2023-01-03,Chicken nuggets made from plants,United States of America,Impossible Foods Inc,Composition,,,FSC 1.3.2,Surveillance,- Calcium Pantothenate (Vitamin B5) not permitted in this food,- HO number 18226
2023-01-05,Smoked dried fish mgebuka,Tanzania United Republic Of,Banyenzeko Fish Export,The,,,Imported Food Control Act Section 3(2),Risk,food is not suitable for its reasonable intended use - goods infested with flies/maggots,
2023-01-06,Dried herring,Philippines,Pixcel Transglobal Food Inc,Histamine,420,mg/kg,HIS 12/2016,Risk,detected in excess of level permitted,
2023-01-09,Kashmiri chilli powder,India,Popular Food Products,Salmonella,Detected,/125g,SPI 06/2019,Risk,detected,
2023-01-11,Anchovy fillets,Italy,Daidone Srl,Histamine,2500,mg/kg,HIS 12/2016,Risk,detected in excess of level permitted,
2023-01-11,Anchovies rolled with capers,Italy,Daidone Srl,Histamine,370,mg/kg,HIS 12/2016,Risk,detected in excess of level permitted,
2023-01-11,Fresh onion flower,China,Shandong Super Food Co Ltd,Fruit,0.37,mg/kg,FSC 1.4.2,Surveillance,and vegetable residue screen - Cyhalothrin detected in excess of MRL,- HO number 18229
2023-01-11,Fresh onion flower,China,Shandong Super Food Co Ltd,Iprodione,1.62,mg/kg,FSC 1.4.2,Surveillance,detected in excess of MRL,- HO number 18229
2023-01-11,Fresh onion flower,China,Shandong Super Food Co Ltd,Procymidone,0.24,mg/kg,FSC 1.4.2,Surveillance,detected in excess of MRL,- HO number 18229
2023-01-24,Gutted headless walking catfish,Vietnam,Tan Thanh Loi Frozen Food Co Ltd,Enrofloxacin,0.002,mg/kgÂ ,FSC 1.4.2,Surveillance,not permitted in this food,- HO match 12177
2023-01-24,Dried oysters,Republic of Korea,Pasaraya Loong Fuat Sdn Bhd,Non,,,MOL 12/2021,Risk,permitted import,
2023-01-24,Gutted headless walking catfish,Vietnam,Tan Thanh Loi Frozen Food Co Ltd,Fluoroquinolones,0.005,mg/kg,FSC 1.4.2,Surveillance,- Ciprofloxacin not permitted in this food,- HO match 12177
2023-01-25,Chicken-flavoured noodle snack,Indonesia,PT. Mitra Asia Synergy,Composition,,,FSC 1.3.2,Surveillance,- Pantothenic acid and retinol not permitted in this food,- HO number 18260
2023-01-25,Fresh snow pea,China,Yongzhou Yuanyuanxing Agriculture Technology Co Ltd,Fruit,0.112,mg/kg ,FSC 1.4.2,Surveillance,and vegetable residue screen - Difenoconazole detected in excess of level permitted,- HO number 18266
2023-01-27,Peanut ball,India,M H Foods,Aflatoxin,0.075,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted ,
2023-01-30,Peanut chikki,India,Fresh Jasmines Export And Import Pvt Ltd,Aflatoxin,0.04,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-01-31,Green sultanas,India,S.S. Enterprises,Carbendazim,3.4,mg/kg,FSC 1.4.2,Surveillance,detected in excess of MRL,- HO number 18272
2023-01-31,Giant taro- (Alocasia macrorrhiza),Tonga,Tupou Fresh Produce Ltd,Composition,,,FSC 1.4.4,Risk,- Prohibited plant -Alocasia Macrorrhiza,
2023-01-31,Green sultanas,India,S.S. Enterprises,Fruit,0.14,mg/kg,FSC 1.4.2,Surveillance,and vegetable residue screen - Acephate not permitted in this food,- HO number 18272
2023-01-31,Giant taro,Tonga,Nikola Latu,Composition,,,FSC 1.4.4,Risk,- Prohibited plant - Alocasia macrorrhiza,
2023-01-31,Dried seer fish,Sri Lanka,Foreconns Canneries (Beruwelaq Sri Lanka),Histamine,740,mg/kg,HIS 12/2016,Risk,detected in excess of level permitted,
2023-01-31,Cambodge fruit (Garcinia cambogia),India,Eastern Condiments Pvt Ltd,Fruit,0.25,mg/kg,FSC 1.4.2,Surveillance,and vegetable residue screen - 2-Phenylphenol detected in excess of MRL result,- HO match 16807
2023-02-01,Anchovy fish,Vietnam,Thuan Thien Producing Trading Limited Co,HistamineÂ detected,245,mg/kg,HIS 12/2016,Risk,in excess of level permitted,
2023-02-02,Californian pistachio kernels ,China,CHK Trading Co. Ltd.,AflatoxinÂ detected,0.02,mg/kg,NUT 11/2018,Risk,in excess of level permitted,
2023-02-02,"Kelp shreds, slices & knots",China,Fujian Province Fuzhou Hailin Food Co Ltd,Iodine,3300,"mg/kg,",BSW 12/2016,Risk,detected in excess of level permitted,
2023-02-02,"Kelp shreds, slices & knots",China,Fujian Province Fuzhou Hailin Food Co Ltd,Iodine,1300,"mg/kg,",BSW 12/2016,Risk,detected in excess of level permitted,
2023-02-02,"Kelp shreds, slices & knots",China,Fujian Province Fuzhou Hailin Food Co Ltd,Iodine,1800,mg/kg,BSW 12/2016,Risk,detected in excess of level permitted,
2023-02-03,Red wine and garlic sprinkle,South Africa,Flippen Lekka Spice,Composition,,,FSC 1.3.1,Surveillance,-additive; Erythrosine (E127),- HO match 17170
2023-02-03,Fruit flavoured candy,South Africa,Mister Sweet Pty Ltd,Composition,,,FSC 1.3.1,Surveillance,-additive; Erythrosine (E127),- HO match 13629
2023-02-06,Frozen chopped spinach,India,Rutu Agro Food Cold Storage,Carbendazim,0.06,mg/kg,FSC 1.4.2,Surveillance,not permitted in this food,- HO match 16180
2023-02-06,Frozen chopped spinach,India,Rutu Agro Food Cold Storage,Fruit,0.13,"mg/kg,",FSC 1.4.2,Surveillance,& vegetable residue screen - Chlorpyrifos detected in excess of MRL,- HO match 16180
2023-02-06,Fruit flavoured candy,South Africa,Mister Sweet Pty Ltd,Composition,,,FSC 1.3.1,Surveillance,-additive; Erythrosine (E127),- HO match 13629
2023-02-06,Giant taro,Tonga,Vea Imports Exports Services Tonga,Composition,,,FSC 1.4.4,Risk,-Â Prohibited plantÂ - Alocasia macrorrhiza,
2023-02-06,Frozen chopped spinach,India,Rutu Agro Food Cold Storage,Fruit,0.12,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Chlorpyrifos detected in excess of MRL,- HO match 16180
2023-02-08,Spinach,India,Global Gourmet Pvt Ltd,Fruit,0.02,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Chlorpyrifos detected in excess of MRL,- HO match 15422
2023-02-08,Frozen whole strawberries,China,"Nanjing Greenimex Co.,Ltd",Fruit,0.1,mg/kg,FSC 1.4.2,Risk,& vegetable residue screen - Procymidone detected in excess of MRL,
2023-02-15,Baby corn,Thailand,C.K.K. Food Limited Partnership,Escherichia,"<10,","240, <10, 93, <10 MPN/g",Imported Food Control Act Section 3(2),Surveillance,coli detected in excess of levels permitted ,- HO match 18211
2023-02-16,Dried seaweed,Korea,Seyang Co Ltd,Iodine,3480,mg/kg,BSW 12/2016,Risk,detected in excess of level permitted,
2023-02-17,Taiwan fine rice,Taiwan,Tai Fung Trading Co Ltd,The,,,Imported Food Control Act Section 3(2),Surveillance,food is not suitable for its reasonable intended use - bags found with an odour and discolouration ,- HO number 18311
2023-02-20,Baby corn,Thailand,C.K.K. Food Limited Partnership,Escherichia,"43,","<10, 1100, 9, 9 MPN/g",Imported Food Control Act Section 3(2),Surveillance,coli detected in excess of levels permitted,- HO match 18211
2023-02-22,Sweet peanut bar,Sri Lanka,Coco Ceylon Exports (Pvt) Ltd.,AflatoxinÂ detected,0.015,mg/kg (product contains 60% peanut therefore calculated maximum level is 0.009),NUT 11/2018,Risk,in excess of level permitted,
2023-02-23,Spinach,India,Global Gourmet Pvt Ltd,Fruit,0.31,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Chlorpyrifos detected in excess of MRL,- HO match 15422
2023-02-23,Dried headless anchovy fillet,Myanmar,"Precious Silver Sea Group Co., Ltd.",Histamine,350,mg/kg,HIS 12/2016,Risk,detected in excess of levels permitted,
2023-02-24,Dried betel nuts,Myanmar,City Winner Co Ltd,Composition,,,FSC 1.4.4,Risk,-Â Prohibited plantÂ - Betel nut (Areca catechu),
2023-02-24,Peanut butter,Philippines,Newborn Food Products (Philippines),AflatoxinÂ detected,0.014,mg/kg (product contains 85% peanut therefore calculated maximum level is 0.013),NUT 11/2018,Risk,in excess of level permitted,
2023-02-27,Vannamei prawn cooked ,Vietnam,Seavina Joint Stock Company,Listeria,Detected,/125g,CRU 11/2020,Risk,monocytogenes detected,
2023-02-28,Peanut candy bar,India,Malabar Natural Foods Pvt Ltd,AflatoxinÂ detected,0.031,mg/kg,NUT 11/2018,Risk,in excess of level permitted,
2023-03-01,Chocolate-filled snack,Philippines,Stateline Snack Food Corporation,Composition,,,FSC 1.3.1,Surveillance,- additive; Erythrosine (E127) not permitted in this food,- HO number 18313
2023-03-01,Chilli powder,India,Mahashian De Hatti Limited,Salmonella,Detected,/125g,SPI 06/2019,Risk,detected,
2023-03-01,Long bean,Fiji,Labasa Farm Fresh,Fruit,0.37,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Acephate not permitted in this food,- HO match 15819
2023-03-01,BBQ flavoured snack,Philippines,Nutritive Snacks Corp,Composition,,,FSC 1.3.1,Surveillance,- additive; Erythrosine (E127) not permitted in this food,- HO number 18312
2023-03-02,Dried monkfruit (Momordica grosvenorii),China,Hong Kong Sing Hung Food Co,Fruit,0.12,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Iprodione detected in excess of MRL,- HO match 15899
2023-03-03,Black pepper wafer,India,Raj International,Composition,,,FSC 1.3.1,Surveillance,- additive; Sodium benzoate (E211) not permitted in this food,- HO match 17738
2023-03-03,Light soy sauce,Thailand,Nguan Chiang Food Industry Co Ltd (Thailand),Composition,,,FSC 1.3.2,Surveillance,- Iodine not permitted in this food,- HO match 15691
2023-03-03,Kuli-kuli peanut cakes,Nigeria,Adexshine Global Services,Aflatoxin,0.14,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-03-06,Frozen sliced coconut,India,Aerath Business Corporation,Salmonella,Detected,/250g,Imported Food Control Act 1992 section 3(2),Surveillance,detected,- HO number 18314
2023-03-06,Pepper white ground,India,Nishant Export (India),Salmonella,Detected,/125g,SPI 06/2019,Risk,detected,
2023-03-07,Dried fish seer (Spanish mackerel),Sri Lanka,Derana Marketing Services Pvt Ltd,Histamine,720,mg/kg,HIS 12/2016,Risk,detected in excess of level permitted,
2023-03-07,Roasted salted peanuts,India,Jabsons Foods (India),Aflatoxin,0.019,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-03-07,Flavoured roasted peanuts,China,Foshan City Shunde District Ronggui Guangjilong Foodstuff Co Ltd,Aflatoxin,0.017,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-03-08,Frozen basa steak,Vietnam,Europe Joint Stock Company,Fluoroquinolones,0.003,mg/kg,FSC 1.4.2,Surveillance,- Enrofloxacin not permitted in this food,- HO number 18322
2023-03-08,Frozen rosella leaves,Thailand,Bangkok Dehydrated Marine Product Co Ltd ,Fruit,0.14,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Carbendazim not permitted in this food,- HO number 18333
2023-03-10,Giant taro,Tonga,Sione Nuku Kata,Composition,,,FSC 1.4.4,Risk,- prohibited plant; Alocasia macrorrhiza,
2023-03-10,Jojoba-jojube -fruit,Iran Islamic Republic Of,Green Bay,Fruit,0.09,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Propargite not permitted in this food,- HO number 18325
2023-03-10,Indian raisins,India,Sri Durga Imports and Exports,Fruit,1.28,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Carbendazim detected in excess of MRL,- HO number 18334
2023-03-10,Betel nut,India,Visnukumar (India),Composition,,,FSC 1.4.4,Risk,- prohibited plant; Betel nut (Areca catechu),
2023-03-13,Flavoured roasted peanuts,India,Jabsons Foods (India),Aflatoxin,0.071,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-03-13,Giant taro,Tonga,Uata Trading,Composition,,,FSC 1.4.4,Risk,- prohibited plant; Alocasia macrorrhiza,
2023-03-14,Fish ambulthiyal,Sri Lanka,Derana Marketing Services Pvt Ltd,Histamine,400,mg/kg,HIS 12/2016,Risk,detected in excess of level permitted,
2023-03-17,Red dragon fruit,Vietnam,Fine Fruit Asia Co. Ltd,Fruit,0.17,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Permethrin detected in excess of MRL,- HO number 18340
2023-03-20,Cocoa powder,Japan,Morinaga & Co Ltd,Composition,,,FSC 1.3.2,Surveillance,- additive; Niacin and Ferric pyrophosphate not permitted in this food,- HO match 16720
2023-03-21,Frozen minced crab,Vietnam,Cong Ty Tnhh Thuy San Duc Thanh,Nitrofurans,0.013,mg/kg,FSC 1.4.2,Surveillance,- Nitrofurazone not permitted in this food,- HO match 18029
2023-03-22,Frozen lime leaves,Thailand,New Lamthong Foods Industries Co Ltd,Fruit,1.78,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Chlorpyrifos detected in excess of MRL,- HO match 13269
2023-03-22,Confectionary (kullikuli),Nigeria,Alhaja K.S. Foods and Supplies,Aflatoxin,0.021,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-03-22,Frozen lime leaves,Thailand,New Lamthong Foods Industries Co Ltd,Fipronil,0.04,mg/kg,FSC 1.4.2,Surveillance,not permitted in this food,- HO match 13269
2023-03-31,Kashmiri chilli powder,India,Desai Foods Pvt Ltd,Salmonella,Detected,/125g,SPI 06/2019,Risk,detected,
2023-04-03,Frozen saury,Korea Republic of,Jinjomi Food,Histamine,730,mg/kg,HIS 12/2016,Risk,detected in excess of level permitted,
2023-04-04,Diced pistachio kernel,China,Sun Wing Nuts & Food Co. Ltd.,Aflatoxin,0.04,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-04-05,Chilli powder,India,Oswal Trading And Exports,Salmonella,Detected,/125g,SPI 06/2019,Risk,detected,
2023-04-06,Toor dal,India,Batra Enterprises,Fruit,0.03,mg/kg,FSC 1.4.2,Surveillance,& vegetable residue screen - Chlorpyrifos detected in excess of MRL,- HO match 16117
2023-04-06,Roasted spice peanut,China,Jiangmen City Xinhui Dayou Jiangyuan Food Co Ltd,Aflatoxin,0.021,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-04-06,Crunchy peanut brittle,India,Jabsons Foods (India),Aflatoxin,21,"mg/kg,",NUT 11/2018,Risk,detected in excess of level permitted,
2023-04-06,Crunchy peanut brittle,India,Jabsons Foods (India),Aflatoxin,1,"mg/kg,",NUT 11/2018,Risk,detected in excess of level permitted,
2023-04-06,Crunchy peanut brittle,India,Jabsons Foods (India),Aflatoxin,3,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-04-06,Roasted unsalted peanuts ,India,Jabsons Foods (India),Aflatoxin,7,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-04-11,Chilli powder,India,Skyvince Exim,Salmonella,Detected,/125g,SPI 06/2019,Risk,detected,
2023-04-11,Boiled peanut garlic spiced,China,Longyannongjia Peanuts Foodstuff Co Ltd,Aflatoxin,0.11,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-04-12,Chilli powder,Mexico,Safestar,Salmonella,Detected,/125g,SPI 06/2019,Risk,detected,
2023-04-12,Kashmiri chilli powder,India,Kayal Agro Foods,Salmonella,Detected,/125g,SPI 06/2019,Risk,detected,
2023-04-14,Greek forest honey,Greece,Greka Icons,Reducing,58%,,FSC 2.8.2,Surveillance,sugars content less than level permitted,- HO number 18382
2023-04-17,Fried peanut with chilli,Myanmar,Top,Aflatoxin,0.031,mg/kg,NUT 11/2018,Risk,detected in excess of level permitted,
2023-04-19,Prawn meat,Vietnam,Minh Phu Seafood Corp,Fluoroquinolones,0.013,mg/kg,FSC 1.4.2,Surveillance,- Ciprofloxacin not permitted in this food,- HO number 18407
2023-04-20,Spicy tapioca chips,India,Zamco Foods,Hydrocyanic,19,mg/kg,CAS 09/2016,Risk,acid detected in excess of level permitted,
2023-04-24,Fish ambulthiyal,Sri Lanka,Derana Marketing Services Pvt Ltd,Histamine,310,mg/kg,HIS 12/2016,Risk,detected in excess of level permitted,
