Date_of_fail,Product_description,Country_of_origin,Producer_name,Reason_for_fail,Results,Units,Reference,Category,Test_applied,Holding_order_number
2022-10-27,rice  milled oryza sativa,japan,shimizu katsumasa beikokuten,visual,,,imported food control act section 32,surveillance,the food is unfit for human consumption  insect contamination,18114
2022-10-27,vannamei prawn cooked peeled and deveined,vietnam,seavina joint stock company,listeria,Detected,/125g,cru 112020,risk,monocytogenes detected,
2022-10-27,fish balls,china,shenzhen proway leather products,listeria,Detected,/125g,fsh 072018,risk,monocytogenes detected,
2022-10-31,seasoned spicy baby octopus,china,shanghai yangqi foods,composition,,,fsc 131,surveillance,additive erythrosine 127 not permitted in this food,18116
2022-11-02,frozen crab meat,vietnam,cong ty tnhh thuy san duc thanh,nitrofurans,0.012,mg/kg,fsc 142,surveillance,nitrofurazone not permitted in this food,18117
2022-11-02,kelp,china,guangzhou jianhuanhang trading,iodine,2800,"mg/kg, 3500 mg/kg",bsw 122016,risk,detected in excess of levels permitted,
2022-11-04,mackerel fillet,vietnam,viet trang,histamine,424,mg/kg,his 122016,risk,detected in excess of level permitted,
2022-11-07,mixed fruit jam,india,dorsal expoventure private,composition,,,fsc 132,surveillance,vitamin a vitamin b6 vitamin b7  mineral zinc are not permitted in this food,15671
2022-11-07,gorgonzola piccante blue cheese,italy,arrigoni battista spa,listeria,Detected,/125g,fsc 161,risk,monocytogenes detected,
2022-11-07,coated peanuts,china,guangodng hongrun food coltd,aflatoxin,0.16,mg/kg,nut 112018,risk,detected in excess of level permitted,
2022-11-10,dried seedless red date,china,yi cheng da shan he mushroom technology,fruit,0.01,mg/kg,fsc 142,surveillance,vegetable residue screen  cyhalothrin not permitted in this food,18139
2022-11-10,dried seedless red date,china,yi cheng da shan he mushroom technology,propargite,0.13,mg/kg,fsc 142,surveillance,not permitted in this food,18139
2022-11-11,fufu mix plantain  cocoyam,united states,adusei,composition,,,fsc 132,surveillance,vitamin a palmitate and dcalcium pantothenate b5 not permitted in this food,18134
2022-11-11,toor dall,myanmar,ays mfg,fruit,0.03,mg/kg,fsc 142,surveillance,vegetable residue screen chlorpyrifos detected in excess of levels permitted,15323
2022-11-14,breakfast cereal with marshmallows,united states,louts group,composition,,,fsc 131,surveillance,additive erythrosine 127 not permitted in this food,18168
2022-11-17,raw prawns tail off,vietnam,tacvan frozen seafood processing export company tacvan seafoods,fluoroquinolones,0.002,mg/kg,fsc 142,surveillance,enrofloxacin not permitted in this food,18138
2022-11-17,salted anchovies,philippines,pixcel transglobal food,histamine,249mg/kg,,his 122016,risk,detected in excess of level permitted,
2022-11-21,kelp sheet,japan,yamato takahashi   japan,iodine,2800,mg/kg,bsw 122016,risk,detected in excess of level permitted,
2022-11-22,malt drinks,india,hindustan unilever,composition,,,fsc 132,surveillance,additive selenium  copper not permitted in this food,18169
2022-11-22,fruit flavoured chews,south africa,mister sweet,composition,,,fsc 131,surveillance,additive erythrosine e127 not permitted in this food,13629
2022-11-23,flavoured soft drink fruit yoghurt drink,china,shenzhen bright of industry development,composition,,,fsc 132,surveillance,vitamin e  vitamin b3 not permitted in this food,18143
2022-11-28,toma san sebastiano cheese,italy,luigi guffanti 1876 srl,listeria,Detected,/125g,che 072018,risk,monocytogenes detected,
2022-11-28,peanut butter,sierra leone,binta saadu investment,visual,,,imported food control act section 32,risk,the food is unfit for human consumption  food shows signs of consistent contamination,
2022-11-28,roasted  salted pistachio,turkey,seyran gida san ve tic as denizli turkey,aflatoxin,0.021,mg/kg,nut 112018,risk,detected in excess of level permitted,
2022-12-01,frozen spinach,china,shanghai shanzun food,fruit,0.03,mg/kg,fsc 142,surveillance,vegetable residue screen  paclobutrazol not permitted in the food,18160
2022-12-02,hot  spicy rice noodle soup bowl,korea,baekje  coltd,noncompliant,,,bef 112018,risk,bse certification provided,
2022-12-02,candy,united states,lnt food products,composition,,,fsc 131,surveillance,additive sodium benzoate not permitted in this food,18166
2022-12-05,soft gummy candies,italy,hancocks united kingdom,composition,,,fsc 131,surveillance,additive colour e131 not permitted in this food,18180
2022-12-07,toor daal,myanmar,ays mfg,fruit,0.03,mg/kgÃÂ ÃÂ ÃÂ ÃÂ ,fsc 142,surveillance,vegetable residue screen  chlorpyrifos detected in excess of levels permitted,15323
2022-12-09,sesame seasoning,japan,toho shokuhin,composition,,,fsc 131,risk,additive gardenia yellow colour not permitted in this food,
2022-12-09,toor daal,myanmar,ays mfg,fruit,0.02,mg/kgÃÂ ,fsc 142,surveillance,vegetable residue screen  chlorpyrifos detected in excess of the mrl,15323
2022-12-09,peanut candy,sri lanka,derana marketing services,aflatoxin,0.054,mg/kg,nut 112018,risk,detected in excess of level permitted,
2022-12-14,tahini sesame paste,iran,kambiz,salmonella,Detected,/125g,ses 052014,risk,detected,
2022-12-14,tahini halva,iran,konjed lale,salmonella,Detected,/125g,ses 052014,risk,detected,
2022-12-16,anatto seeds,vietnam,dong phuong vinafood trading   vietnam,the,,,imported food control act section 32,surveillance,food is not suitable for its reasonable intended use  mouldfungus growth on food,18210
2022-12-16,cream crackers,malaysia,mondelez malaysia sales snd,composition,,,fsc 132,surveillance,vitamin b12 and iodine not permitted in this food,17387
2022-12-19,kashmiri chilli powder,india,pramukh food exports,salmonella,Detected,/125g,spi 062019,risk,detected,
2022-12-20,fresh baby corn,thailand,ckk food  partnership,escherichia,"150,","<10, <10, <10, <10 MPN/g",imported food control act section 32,surveillance,coli detected in excess of levels permitted,18211
2022-12-20,cream crackers,malaysia,mondelez malaysia sales snd,composition,,,fsc 132,surveillance,vitamin b12 and iodine not permitted in this food,17387
2022-12-22,oyster,china,easy well,escherichia,">110,",">110, >110, >110, >110 MPN/gÃÂ ",mol 122021,risk,coli detected in excess of levels permitted,
2022-12-23,chilli powder,india,mahashian de hatti,salmonella,Detected,/125g,spi 062019,risk,detected,
2022-12-29,macaroni,india,bhatia kakaar enterprises,composition,,,fsc 132,surveillance,vitamin b12 not permitted in this food,18220
2022-12-29,breakfast cereal,south africa,future life,composition,,,fsc 132,surveillance,vitamin b5 b12 h k  chromium not permitted in this food,17786
2022-12-29,vermicelli,india,bhatia kakaar enterprises,composition,,,fsc 132,surveillance,vitamin b12 not permitted in this food,18217
2022-12-30,soya bean curd,vietnam,tz trading service production company,bacillus,"24000,","650, 250, 250, 1000 cfu/g",imported food control act section 32,surveillance,cereus detected in excess of levels permitted,18252
2022-12-30,soya bean curd,vietnam,tz trading service production company,bacillus,"22000,","350, 1500, 1200, 13000 cfu/g",imported food control act section 32,surveillance,cereus detected in excess of levels permitted,18252
2023-01-03,giant taro alocasia macrorrhiza,tonga,salome lousiale,composition,,,fsc 144,risk,prohibited plant  alocasia macrorrhiza,
2023-01-03,chicken nuggets made from plants,united states,impossible foods,composition,,,fsc 132,surveillance,calcium pantothenate vitamin b5 not permitted in this food,18226
2023-01-05,smoked dried fish mgebuka,tanzania united republic of,banyenzeko fish export,the,,,imported food control act section 32,risk,food is not suitable for its reasonable intended use  goods infested with fliesmaggots,
2023-01-06,dried herring,philippines,pixcel transglobal food,histamine,420,mg/kg,his 122016,risk,detected in excess of level permitted,
2023-01-09,kashmiri chilli powder,india,popular food products,salmonella,Detected,/125g,spi 062019,risk,detected,
2023-01-11,anchovy fillets,italy,daidone srl,histamine,2500,mg/kg,his 122016,risk,detected in excess of level permitted,
2023-01-11,anchovies rolled with capers,italy,daidone srl,histamine,370,mg/kg,his 122016,risk,detected in excess of level permitted,
2023-01-11,fresh onion flower,china,shandong super food,fruit,0.37,mg/kg,fsc 142,surveillance,and vegetable residue screen  cyhalothrin detected in excess of mrl,18229
2023-01-11,fresh onion flower,china,shandong super food,iprodione,1.62,mg/kg,fsc 142,surveillance,detected in excess of mrl,18229
2023-01-11,fresh onion flower,china,shandong super food,procymidone,0.24,mg/kg,fsc 142,surveillance,detected in excess of mrl,18229
2023-01-24,gutted headless walking catfish,vietnam,tan thanh loi frozen food,enrofloxacin,0.002,mg/kgÃÂ ,fsc 142,surveillance,not permitted in this food,12177
2023-01-24,dried oysters,korea,pasaraya loong fuat,non,,,mol 122021,risk,permitted import,
2023-01-24,gutted headless walking catfish,vietnam,tan thanh loi frozen food,fluoroquinolones,0.005,mg/kg,fsc 142,surveillance,ciprofloxacin not permitted in this food,12177
2023-01-25,chickenflavoured noodle snack,indonesia,pt mitra asia synergy,composition,,,fsc 132,surveillance,pantothenic acid and retinol not permitted in this food,18260
2023-01-25,fresh snow pea,china,yongzhou yuanyuanxing agriculture technology,fruit,0.112,mg/kg ,fsc 142,surveillance,and vegetable residue screen  difenoconazole detected in excess of level permitted,18266
2023-01-27,peanut ball,india,m h foods,aflatoxin,0.075,mg/kg,nut 112018,risk,detected in excess of level permitted,
2023-01-30,peanut chikki,india,fresh jasmines export and import,aflatoxin,0.04,mg/kg,nut 112018,risk,detected in excess of level permitted,
2023-01-31,green sultanas,india,ss enterprises,carbendazim,3.4,mg/kg,fsc 142,surveillance,detected in excess of mrl,18272
2023-01-31,giant taro alocasia macrorrhiza,tonga,tupou fresh produce,composition,,,fsc 144,risk,prohibited plant alocasia macrorrhiza,
2023-01-31,green sultanas,india,ss enterprises,fruit,0.14,mg/kg,fsc 142,surveillance,and vegetable residue screen  acephate not permitted in this food,18272
2023-01-31,giant taro,tonga,nikola latu,composition,,,fsc 144,risk,prohibited plant  alocasia macrorrhiza,
2023-01-31,dried seer fish,sri lanka,foreconns canneries beruwelaq sri lanka,histamine,740,mg/kg,his 122016,risk,detected in excess of level permitted,
2023-01-31,cambodge fruit garcinia cambogia,india,eastern condiments,fruit,0.25,mg/kg,fsc 142,surveillance,and vegetable residue screen  2phenylphenol detected in excess of mrl result,16807
2023-02-01,anchovy fish,vietnam,thuan thien producing trading,histamine detected,245,mg/kg,his 122016,risk,in excess of level permitted,
2023-02-02,californian pistachio kernels,china,chk trading,aflatoxin detected,0.02,mg/kg,nut 112018,risk,in excess of level permitted,
2023-02-02,kelp shreds slices  knots,china,fujian province fuzhou hailin food,iodine,3300,"mg/kg,",bsw 122016,risk,detected in excess of level permitted,
2023-02-02,kelp shreds slices  knots,china,fujian province fuzhou hailin food,iodine,1300,"mg/kg,",bsw 122016,risk,detected in excess of level permitted,
2023-02-02,kelp shreds slices  knots,china,fujian province fuzhou hailin food,iodine,1800,mg/kg,bsw 122016,risk,detected in excess of level permitted,
2023-02-03,red wine and garlic sprinkle,south africa,flippen lekka spice,composition,,,fsc 131,surveillance,additive erythrosine e127,17170
2023-02-03,fruit flavoured candy,south africa,mister sweet,composition,,,fsc 131,surveillance,additive erythrosine e127,13629
2023-02-06,frozen chopped spinach,india,rutu agro food cold storage,carbendazim,0.06,mg/kg,fsc 142,surveillance,not permitted in this food,16180
2023-02-06,frozen chopped spinach,india,rutu agro food cold storage,fruit,0.13,"mg/kg,",fsc 142,surveillance,vegetable residue screen  chlorpyrifos detected in excess of mrl,16180
2023-02-06,fruit flavoured candy,south africa,mister sweet,composition,,,fsc 131,surveillance,additive erythrosine e127,13629
2023-02-06,giant taro,tonga,vea imports exports services tonga,composition,,,fsc 144,risk,prohibited plant  alocasia macrorrhiza,
2023-02-06,frozen chopped spinach,india,rutu agro food cold storage,fruit,0.12,mg/kg,fsc 142,surveillance,vegetable residue screen  chlorpyrifos detected in excess of mrl,16180
2023-02-08,spinach,india,global gourmet,fruit,0.02,mg/kg,fsc 142,surveillance,vegetable residue screen  chlorpyrifos detected in excess of mrl,15422
2023-02-08,frozen whole strawberries,china,nanjing greenimex coltd,fruit,0.1,mg/kg,fsc 142,risk,vegetable residue screen  procymidone detected in excess of mrl,
2023-02-15,baby corn,thailand,ckk food  partnership,escherichia,"<10,","240, <10, 93, <10 MPN/g",imported food control act section 32,surveillance,coli detected in excess of levels permitted,18211
2023-02-16,dried seaweed,korea,seyang,iodine,3480,mg/kg,bsw 122016,risk,detected in excess of level permitted,
2023-02-17,taiwan fine rice,taiwan,tai fung trading,the,,,imported food control act section 32,surveillance,food is not suitable for its reasonable intended use  bags found with an odour and discolouration,18311
2023-02-20,baby corn,thailand,ckk food  partnership,escherichia,"43,","<10, 1100, 9, 9 MPN/g",imported food control act section 32,surveillance,coli detected in excess of levels permitted,18211
2023-02-22,sweet peanut bar,sri lanka,coco ceylon exports,aflatoxin detected,0.015,mg/kg (product contains 60% peanut therefore calculated maximum level is 0.009),nut 112018,risk,in excess of level permitted,
2023-02-23,spinach,india,global gourmet,fruit,0.31,mg/kg,fsc 142,surveillance,vegetable residue screen  chlorpyrifos detected in excess of mrl,15422
2023-02-23,dried headless anchovy fillet,myanmar,precious silver sea group,histamine,350,mg/kg,his 122016,risk,detected in excess of levels permitted,
2023-02-24,dried betel nuts,myanmar,city winner,composition,,,fsc 144,risk,prohibited plant  betel nut areca catechu,
2023-02-24,peanut butter,philippines,newborn food products philippines,aflatoxin detected,0.014,mg/kg (product contains 85% peanut therefore calculated maximum level is 0.013),nut 112018,risk,in excess of level permitted,
2023-02-27,vannamei prawn cooked,vietnam,seavina joint stock company,listeria,Detected,/125g,cru 112020,risk,monocytogenes detected,
2023-02-28,peanut candy bar,india,malabar natural foods,aflatoxin detected,0.031,mg/kg,nut 112018,risk,in excess of level permitted,
2023-03-01,chocolatefilled snack,philippines,stateline snack food,composition,,,fsc 131,surveillance,additive erythrosine e127 not permitted in this food,18313
2023-03-01,chilli powder,india,mahashian de hatti,salmonella,Detected,/125g,spi 062019,risk,detected,
2023-03-01,long bean,fiji,labasa farm fresh,fruit,0.37,mg/kg,fsc 142,surveillance,vegetable residue screen  acephate not permitted in this food,15819
2023-03-01,bbq flavoured snack,philippines,nutritive snacks corp,composition,,,fsc 131,surveillance,additive erythrosine e127 not permitted in this food,18312
2023-03-02,dried monkfruit momordica grosvenorii,china,hong kong sing hung food,fruit,0.12,mg/kg,fsc 142,surveillance,vegetable residue screen  iprodione detected in excess of mrl,15899
